,ID,Progress,Duration..in.seconds.,RecordedDate,Age,Lang,Standing,TimeUNL,FirstGen,Courses,Major,Minor,StartMajor,ContMajor,GPA,CumuGPA,RaceEth,age_yr,GenderRec,MIA_Reg,MIA_Know,Group_2.x,Group_1.x,CorResp_2,CorResp_1,TrialRT_2,TrialRT_1,CorrTrialRT_2,CorrTrialRT_1,ConfRT_2,ConfRT_1,ConfResp_2,ConfResp_1,UnderConf_2,UnderConf_1,OverConf_2,OverConf_1,PreConf_2,PreConf_1,PostConf_2,PostConf_1,AUROC2_2,AUROC2_1,BROC_2,BROC_1,BioPropAcc_2,BioPropAcc_1,dprime_2,dprime_1,c_2,c_1,meta_d_2,meta_d_1,M_ratio_2,M_ratio_1,Group_1.y,Group_2.y,DotsAcc_1,DotsAcc_2,DotsTrialRT_1,DotsTrialRT_2,DotCorTrialRT_1,DotCorTrialRT_2,DotConfRT_1,DotConfRT_2,DotConfResp_1,DotConfResp_2,DotOverConf_1,DotOverConf_2,DotPreConf_1,DotPreConf_2,DotPostConf_1,DotPostConf_2,DotsAUROC2_1,DotsAUROC2_2,DotsBROC_1,DotsBROC_2,DotsPropAcc_1,DotsPropAcc_2,DotsdPrime_1,DotsdPrime_2,Dots_c_1,Dots_c_2,Dots_MetaD_1,Dots_MetaD_2,Dots_MRatio_1,Dots_MRatio_2
29,1140,100,336,1/31/25 12:44,NA,1,2,3,2,,,,2,1,3.95,3.89,1,NA,Female,14,13,LowType1,LowType1,25,24,7201.184211,10079.73684,7552.44,10703,1141.078947,1113.078947,2.421052632,2.684210526,12,8,3,5,NA,NA,NA,NA,0.658024691,0.621394231,0.168772443,-0.016311167,65.78947368,63.15789474,0.764194696,NA,0.115103223,NA,1.19559718,NA,1.564519076,NA,LowType1,LowType1,98,94,744.5833333,303.6916667,608.1122449,247.8172043,633.3965517,431.6083333,2.666666667,2.775,8,11,NA,NA,NA,NA,0.695,0.722284226,-0.025473626,-0.153103304,81.66666667,78.33333333,1.76532021,1.640623028,-0.095237439,0.309345707,1.252504645,1.459862178,0.70950564,0.889821826
30,1141,100,480,2/3/25 14:47,4,1,1,1,1,,,,1,1,4,4,1,18,Male,31,17,LowType1,LowType1,32,28,8994.783784,13391.61111,8573.59375,13198.57143,1628.052632,1794.394737,2.947368421,2.710526316,9,12,3,5,NA,NA,NA,NA,0.689338235,0.543055556,-0.105831533,-0.010309278,84.21052632,73.68421053,1.905764407,1.209177217,-0.197467177,-0.150826418,1.487912072,0.317154946,0.780742922,0.262289879,LowType1,LowType1,94,91,1162.270833,960.9883333,1078.367021,880.2989011,974.98,473.3116667,1.9,1.9,5,3,NA,NA,NA,NA,0.601190476,0.613596948,0.147663696,0.34131739,78.33333333,75.83333333,1.678287149,1.417678694,-0.386483663,-0.225749944,0.52663257,0.69338052,0.313791695,0.489095677
31,1143,100,392,2/4/25 14:58,4,1,1,1,2,,,,1,1,3.8,3.8,1,18,Female,30,17,LowType1,LowType1,18,18,10541.42105,11352.43243,10858.33333,12400.33333,1294.5,806.8157895,2.710526316,2.657894737,8,10,10,10,NA,NA,NA,NA,0.554545455,0.504545455,-0.00621118,-0.00621118,47.36842105,47.36842105,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,94,95,629.2333333,609.0583333,607.2659574,550.2315789,498.0672269,305.4416667,2.175,2.116666667,4,3,NA,NA,NA,NA,0.687313988,0.559946544,0.289586013,0.370315556,78.33333333,79.16666667,1.529222368,1.967125429,-0.030634524,-0.436616355,1.228620791,0.334913279,0.803428472,0.170255172
32,1145,100,460,2/5/25 9:46,4,1,1,1 semester,2,,,,2,1,3.79,3.79,1,18,Female,22,11,NA,NoFB,NA,18,NA,12531.17143,NA,12577.38889,NA,2046.027027,NA,2.631578947,NA,6,NA,10,NA,NA,NA,NA,NA,0.610227273,NA,-0.058823529,NA,47.36842105,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NA,92,NA,560.4166667,NA,478.8913043,NA,376.4152542,NA,2.55,NA,5,NA,NA,NA,NA,NA,0.738475177,NA,0.246079203,NA,76.66666667,NA,1.480746852,NA,-0.271757599,NA,1.66216377,NA,1.122517172,NA
33,1147,100,260,2/5/25 20:24,4,1,1,1,2,,,,1,1,2.75,2.75,2,18,Female,26,16,NA,HighType2,NA,28,NA,11069.62162,NA,10699.57143,NA,1641.657895,NA,2.947368421,NA,7,NA,4,NA,NA,NA,NA,NA,0.702777778,NA,-0.122807018,NA,73.68421053,NA,1.265541264,NA,-0.266664275,NA,1.381377349,NA,1.091530863,HighType2,NA,97,NA,772.1083333,NA,748.7721649,NA,484.3765217,NA,2.816666667,NA,14,NA,NA,NA,NA,NA,0.552755102,NA,0.000204086,NA,80.83333333,NA,1.843346892,NA,0.435887083,NA,0.529739565,NA,0.287379205,NA
34,1148,100,277,2/6/25 17:41,29,1,4,1,1,,,,1,1,3.4,3.2,2,44,Female,22,11,LowType1,LowType1,19,24,8169.157895,6952.405405,7776.526316,6815.916667,1779.868421,1988.526316,1.973684211,2.263157895,13,18,4,3,NA,NA,NA,NA,0.580498866,0.549278846,0.130434783,0.053763441,50,63.15789474,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,94,94,1079.0875,693.475,1116.324731,647.216129,750.237,538.8288136,2.75,2.758333333,17,12,NA,NA,NA,NA,0.511532738,0.646763393,-0.029567035,-0.043462124,78.33333333,78.33333333,1.647138664,1.506281607,0.27323423,0.124236586,0.070442487,1.033356631,0.04276658,0.6860315
35,1151,100,256,2/5/25 15:44,4,1,1,2,2,,,,1,1,not sure,not sure,1,18,Female,18,7,LowType1,LowType1,22,21,3031.605263,7913.756757,3529.409091,7758.333333,720.2894737,1149.184211,2.157894737,2.947368421,15,6,6,11,NA,NA,NA,NA,0.483796296,0.513729977,-0.038626609,-0.056172436,57.89473684,55.26315789,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,93,96,502.4625,711.4641667,523.8107527,781.3858696,602.2366667,619.1916667,2.625,2.175,14,3,NA,NA,NA,NA,0.558076225,0.630102041,-0.03680036,0.353016688,77.5,80,2.597028043,1.931035997,1.056569988,0.635490667,0.277450997,0.753021272,0.10683404,0.389957139
36,1153,100,352,2/4/25 18:20,4,1,1,1,2,,,,1,1,3.4,3.4,1,18,Diverse,19,12,LowType1,LowType1,20,22,9412.368421,7731.702703,8502.4,7313.227273,686.8947368,876.5263158,3.157894737,3.289473684,2,2,11,13,NA,NA,NA,NA,0.653409091,0.600694444,-0.450640543,-0.296606677,52.63157895,57.89473684,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,93,92,586.7683333,592.8575,535.8,537.7771739,587.282353,392.1084034,3.291666667,2.958333333,22,16,NA,NA,NA,NA,0.697640653,0.691312057,-0.368662282,-0.238309468,77.5,76.66666667,1.651555021,1.423293858,-0.347359815,-0.022783303,1.690808071,1.341891564,1.023767328,0.942807106
37,1154,100,347,2/3/25 18:46,5,1,2,2,2,,,,1,1,4.0 last semester,3.8ish,1,20,NA,24,14,LowType2,LowType2,22,20,8430.105263,9781.722222,9021.636364,10437.5,1245.289474,1129.081081,2.289473684,2.421052632,13,8,3,4,NA,NA,NA,NA,0.58912037,0.682954545,0.226837061,0.162679426,57.89473684,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,93,95,1137.241667,647.1041667,695.188172,512.6947368,659.5310924,492.5541667,1.683333333,1.816666667,0,0,NA,NA,NA,NA,0.680399274,0.666666667,1,1,77.5,79.16666667,1.514576012,1.59142828,-0.142146902,-0.000468432,1.349966571,1.217659599,0.891316487,0.765136333
38,1155,100,299,2/4/25 16:11,4,1,1,2-Jan,2,,,,2,1,4,4.0?,4,18,Female,24,12,HighType2,HighType2,29,26,5644.973684,9967.944444,5642.448276,9249.807692,1487.842105,1736.810811,3.342105263,3.447368421,5,2,7,9,NA,NA,NA,NA,0.590909091,0.608418367,-0.095561552,-0.450643777,76.31578947,68.42105263,1.388351481,0.903924823,0.24041355,0.045238159,0.626737113,1.050561486,0.451425393,1.162222189,HighType2,HighType2,96,96,628.8116667,468.6008333,590.45,460.6375,1420.84,684.3066667,2.333333333,2.5,8,6,NA,NA,NA,NA,0.582025118,0.657770801,0.048105973,0.139442231,80,80,1.99398172,1.647273444,-0.518573164,-0.023667818,0.390283547,1.108991613,0.195730755,0.673228611
39,1156,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,NA,92,NA,762.705042,NA,697.4032967,NA,631.8838983,NA,2.483333333,NA,9,NA,NA,NA,NA,NA,0.627304965,NA,0.048671217,NA,76.66666667,NA,1.668329132,NA,0.436905555,NA,0.826245424,NA,0.49525325,NA
40,1157,100,618,1/31/25 17:53,4,1,1,2,2,,,,1,2,3.835,3.883,1,18,Male,26,17,LowType2,LowType2,21,21,6937.432432,7704.567568,7569.380952,7980.809524,727.0526316,699.7368421,3.052631579,2.973684211,2,5,10,10,NA,NA,NA,NA,0.669336384,0.585812357,-0.475198318,-0.143545101,55.26315789,55.26315789,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,91,94,801.2766667,502.705,541.4406594,424.3946809,377.0542373,359.5781513,2.816666667,2.7,19,15,NA,NA,NA,NA,0.58411377,0.571056548,-0.174844986,-0.087680504,75.83333333,78.33333333,1.54950346,1.554477993,-0.450875507,-0.179478871,0.664200395,0.514324271,0.428653702,0.330866229
41,1158,100,325,1/30/25 14:58,4,1,1,2,2,,,,1,1,4,4,1,18,Female,12,15,LowType2,LowType2,29,23,5404.657895,8492.297297,5401.827586,8054.478261,533.8947368,766.0789474,3.473684211,3.578947368,2,2,7,10,NA,NA,NA,NA,0.514662757,0.672941176,-0.458261085,-0.473537604,76.31578947,60.52631579,1.396635478,NA,-0.201117168,NA,0.0029567,NA,0.002117016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,1159,100,396,1/31/25 15:44,4,1,1,One,2,,,,2,1,3.9,4.3,1,18,Female,11,11,NoFB,NoFB,25,22,11574.63889,11735.77143,12427.4,12242.27273,2221.684211,2052.684211,2.421052632,2.315789474,13,11,5,2,NA,NA,NA,NA,0.581481481,0.659722222,0.026555564,0.391304348,65.78947368,57.89473684,0.772401554,NA,-0.067561413,NA,0.584363458,NA,0.756553965,NA,NoFB,NoFB,97,95,870.4483333,479.1825,805.1453608,445.9505263,503.3517241,279.594958,2.208333333,1.75,0,0,NA,NA,NA,NA,0.633939394,0.645093547,1,1,80.83333333,79.16666667,1.707229319,1.79517202,-0.006310119,0.340494326,1.441611702,1.044074501,0.844415971,0.581601367
43,1160,100,211,1/30/25 17:55,5,1,2,4,2,,,,2,1,3.975,3.975,1,20,Female,19,16,LowType2,LowType2,26,22,5979.236842,5861.131579,6145.307692,5796,1006.289474,1103.026316,1.789473684,1.657894737,23,17,1,3,NA,NA,NA,NA,0.480867347,0.559027778,0.14390974,0.070971552,68.42105263,57.89473684,0.944533453,NA,-0.2831483,NA,0.027386523,NA,0.028994762,NA,LowType2,LowType2,97,90,637.4708333,445.7375,662.8322917,406.1866667,529.5881356,285.4066667,2.275,2.175,6,9,NA,NA,NA,NA,0.520606061,0.573369565,0.095204021,0.043576047,80.83333333,75,1.684280774,1.324593821,0.088358817,0.01219284,0.106585233,0.525373344,0.063282343,0.396629771
44,1161,100,121,1/30/25 18:29,4,1,1,1,2,,,,1,1,3.5,3.5,4,18,Female,32,17,NoFB,NoFB,26,16,6565.657895,2339.315789,7471.423077,2643.6875,872.7105263,547.3947368,2.921052632,2.263157895,11,10,10,5,NA,NA,NA,NA,0.394132653,0.530092593,0.274678112,0.143307087,68.42105263,42.10526316,1.118958381,NA,-0.559479191,NA,5.4515750051409e-07,NA,4.87200873366184e-07,NA,NoFB,NoFB,89,98,775.6166667,651.675,711.5795455,533.3061224,435.6864407,462.4416667,2.983333333,2.491666667,20,8,NA,NA,NA,NA,0.550782551,0.640208333,-0.08865509,0.012790202,74.16666667,81.66666667,1.284460084,1.781173315,-0.113184984,0.11074464,0.283208321,0.887435809,0.220488223,0.498231026
45,1163,100,362,2/1/25 9:09,4,1,1,1,2,,,,1,1,4,4,1,18,Female,30,16,HighType2,HighType2,24,25,7447.526316,7612.055556,7471.916667,7652.76,1370.052632,1494.657895,2.710526316,2.710526316,7,6,7,5,NA,NA,NA,NA,0.587740385,0.650617284,-0.095057034,-0.129535083,63.15789474,65.78947368,NA,0.786878552,NA,0.20432085,NA,1.017647272,NA,1.293271076,HighType2,HighType2,99,96,784.5083333,464.25,705.2828283,443,460.9322034,277.3361345,2.841666667,3.2,17,20,NA,NA,NA,NA,0.523461042,0.697017268,-0.090668081,-0.74386921,82.5,80,1.909930092,2.73243251,0.280475296,0.96755232,2.12870821679315e-06,1.788479561,1.11454771354197e-06,0.654537506
46,1164,100,590,2/1/25 8:40,4,1,1,1,2,,,,1,1,4,4,1,18,Female,26,14,HighType2,HighType2,21,17,10428.75676,12156.5,10539.61905,11240.11765,1771.526316,1762.842105,2.342105263,2.736842105,11,7,7,12,NA,NA,NA,NA,0.54805492,0.616704805,0.014682413,-0.005508843,55.26315789,44.73684211,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,HighType2,96,95,697.5108333,506.0433333,596.3177083,451.1631579,839.792437,764.9805085,2.283333333,2.325,0,0,NA,NA,NA,NA,0.733320251,0.805652006,1,1,80,79.16666667,1.663795681,1.602428751,0.409968952,0.16620719,1.692534473,2.69318208,1.01727303,1.680687568
47,1165,100,711,2/3/25 18:46,12,1,3,4 including this one,2,,,,2,1,3.8,3.304,1,27,Female,25,16,HighType2,HighType2,20,22,9192.368421,9514.694444,8283.8,8755.863636,1065.184211,1454.052632,2.815789474,2.894736842,5,3,8,9,NA,NA,NA,NA,0.713636364,0.644675926,-0.136767318,-0.352675007,52.63157895,57.89473684,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,HighType2,92,92,1050.141667,702.0833333,994.1630435,696.7282609,771.2605042,553.8644068,2.5,2.466666667,6,7,NA,NA,NA,NA,0.710638298,0.646099291,0.147961051,0.140768814,76.66666667,76.66666667,1.42522251,1.439904075,0.007545362,0.185776857,1.505773196,1.15050422,1.056517972,0.79901449
48,1166,100,603,1/31/25 9:42,4,1,1,2,2,,,,1,1,3.2,3.2,1,18,Female,19,15,NoFB,NoFB,23,22,4911.236842,8504.783784,5293.434783,8344.590909,665.8157895,1184.526316,3.052631579,3.026315789,4,5,11,14,NA,NA,NA,NA,0.608235294,0.420138889,-0.152962156,0.232442229,60.52631579,57.89473684,NA,NA,NA,NA,NA,NA,NA,NA,NoFB,NoFB,91,93,659.0691667,342.4241667,597.0450549,357.9043956,318.6583333,265.5108333,3.075,3.325,17,21,NA,NA,NA,NA,0.680020812,0.64137931,-0.32907858,-0.615319966,75.83333333,77.5,1.379977791,1.479620897,-0.065426131,-0.005833788,1.126434677,0.831778067,0.816270149,0.562156204
49,1167,100,448,2/1/25 16:41,5,1,3,5,2,,,,2,1,2.653,2.653,1,20,Male,23,8,HighType2,HighType2,31,29,7396,6376.526316,7608.903226,6361.413793,1361.394737,1124.394737,2.605263158,2.763157895,15,10,3,3,NA,NA,NA,NA,0.580808081,0.677419355,0.009788769,0.008254717,81.57894737,76.31578947,1.683919066,1.353175152,0.125462033,0.07882745,0.79345826,1.253248563,0.471197385,0.926153987,HighType2,HighType2,92,95,1307.8,1154.425,1171.326087,998.6421053,504.2436975,374.5966387,1.858333333,1.8,0,0,NA,NA,NA,NA,0.669503546,0.741695304,1,1,76.66666667,79.16666667,1.421441357,1.591046418,-0.103733843,0.121033459,1.25797421,1.813591245,0.884999022,1.139873246
50,1168,100,297,2/3/25 21:06,4,1,1,1,1,,,,1,1,3.22,3.22,1,18,Female,19,11,HighType2,HighType2,24,21,5328.710526,7687.810811,5086.25,7800.142857,959.4210526,1139.605263,2.578947368,2.421052632,12,10,5,3,NA,NA,NA,NA,0.545673077,0.69221968,0.042553191,0.263714422,63.15789474,55.26315789,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,HighType2,95,93,834.4166667,459.3166667,721.7368421,448.1182796,413.6410256,324.6153846,2.291666667,2.25,1,0,NA,NA,NA,NA,0.633638793,0.613430127,0.702595084,1,79.16666667,77.5,1.566372936,1.510735842,0.253246922,0.17922137,1.180088623,1.259991604,0.753389309,0.834025095
51,1169,100,304,2/3/25 14:40,4,1,1,1,2,,,,1,1,no idea,no idea,1,18,Female,29,14,LowType1,LowType1,15,20,6888,9639.694444,6836.8,7552.75,796.3157895,1625.894737,2.315789474,2.157894737,6,10,9,5,NA,NA,NA,NA,0.603529412,0.643181818,0.003795066,0.109589041,39.47368421,52.63157895,NA,NA,NA,NA,NA,NA,NA,NA,LowType1,LowType1,90,90,868.1475,726.2783333,747.3577778,677.2011111,571.4803419,363.3782609,2.683333333,2.575,14,5,NA,NA,NA,NA,0.663383152,0.775985054,-0.163636364,0.193259233,75,75,1.344238444,1.306429267,0.233609672,0.066941984,1.471532037,1.929643817,1.094695695,1.477036581
52,1170,100,181,2/1/25 8:10,4,1,1,2,2,,,,2,1,4,4,1,18,NA,31,16,HighType2,HighType2,29,29,6390.736842,8782.5,5927.724138,8031.896552,1003.842105,1153.973684,3.184210526,3.052631579,5,8,4,4,NA,NA,NA,NA,0.728739003,0.646627566,-0.267520723,-0.105560668,76.31578947,76.31578947,1.353175152,1.388351481,-0.07882745,0.24041355,1.736943389,1.298718856,1.283605737,0.935439529,HighType2,HighType2,91,94,492.1841667,345.6283333,500.5033333,332.6117021,604.035,507.8252101,1.966666667,1.983333333,0,1,NA,NA,NA,NA,0.586194936,0.671130952,1,0.7171727,75.83333333,78.33333333,1.482564555,1.529949174,0.212882976,0.172557652,0.76838015,1.186712698,0.518277702,0.775654981
53,1171,100,445,1/31/25 17:00,4,1,1,1,2,,,,1,1,3.96,3.96,1,18,Female,17,15,LowType2,LowType2,21,21,7560.394737,8036.947368,6539.142857,7605.47619,1333.710526,1176.815789,2.710526316,2.973684211,9,4,8,11,NA,NA,NA,NA,0.559496568,0.597254005,-0.008576329,-0.193896386,55.26315789,55.26315789,NA,NA,NA,NA,NA,NA,NA,NA,LowType2,LowType2,98,97,726.9166667,473.6666667,656.9693878,460.8350515,706.8319328,560.95,2.775,2.275,5,1,NA,NA,NA,NA,0.7525,0.711919192,0.10371496,0.713469421,81.66666667,80.83333333,1.770448471,1.777601814,-0.037919696,-0.251316746,1.796992477,1.634238746,1.014992815,0.919350291
54,1172,100,376,2/7/25 15:56,5,1,1,1,2,,,,1,1,4,4,1,20,Female,19,15,NoFB,NoFB,30,28,7213.894737,8585.027778,7260.633333,8578,1415.736842,1802.421053,3.026315789,3.289473684,7,4,4,7,NA,NA,NA,NA,0.5703125,0.579166667,-0.165803109,-0.26335175,78.94736842,73.68421053,1.536919069,1.192407104,-0.130975373,0.041280609,0.31220626,0.471706589,0.203137736,0.395591898,NoFB,NoFB,93,92,1104.565833,406.8466667,933.8752688,397.0858696,899.6931035,435.8975,2.758333333,2.858333333,8,14,NA,NA,NA,NA,0.722686025,0.654078014,0.039581306,-0.129135539,77.5,76.66666667,1.480440893,1.424705126,-0.001373597,-0.037862813,1.428795,1.06616564,0.965114519,0.748341268
55,1174,100,475,1/31/25 16:15,5,1,2,4 as of this semester ,2,,,,2,1,3.67,3.67,1,20,Female,17,10,HighType2,HighType2,26,23,8944.710526,10708.16216,8927.692308,9615.956522,1078.342105,1411.236842,3.552631579,2.578947368,2,7,12,4,NA,NA,NA,NA,0.614795918,0.701176471,1,0.039689743,68.42105263,60.52631579,0.90752438,NA,0,NA,1.013633017,NA,1.116920977,NA,HighType2,HighType2,91,91,844.1225,460.4733333,747.6516484,429.3611111,528.5206897,489.9728814,2.816666667,3.483333333,11,24,NA,NA,NA,NA,0.727193895,0.637183489,-0.157177247,-0.738156999,75.83333333,75.83333333,1.391515257,1.419185629,0.209971266,0.333565449,1.535524407,1.186656785,1.103490888,0.836153327
56,1175,100,135,2/8/25 10:57,5,1,1,2,2,,,,1,1,4,3.875,1,20,Male,22,13,LowType1,LowType1,28,26,3707.184211,4859.236842,3813.857143,4945.692308,228.1842105,295.1578947,3.026315789,2.657894737,5,6,8,6,NA,NA,NA,NA,0.620833333,0.642857143,-0.043420396,-0.169550173,73.68421053,68.42105263,1.209177217,0.91639949,-0.150826418,-0.139560381,0.879791546,1.218746741,0.727595206,1.329929528,LowType1,LowType1,92,94,504.5758333,535.26,380.3717391,611.111828,194.005042,181.6241379,2.983333333,2.9,21,15,NA,NA,NA,NA,0.59893617,0.651599702,-0.031189084,-0.223767243,76.66666667,78.33333333,1.601070215,1.574638237,0.404809812,0.224811907,1.291054846,1.30021144,0.80636991,0.825720734
57,1177,100,386,3/4/25 9:48,7,1,1,1,2,,,,1,1,2.543,2.543,1,22,Female,13,11,HighType2,HighType2,24,23,8798.27027,11662.02703,9201.791667,11444.52174,1492.684211,2067.815789,2.526315789,2.368421053,9,12,8,7,NA,NA,NA,NA,0.493990385,0.515294118,-0.021956088,0.0012811,63.15789474,60.52631579,NA,NA,NA,NA,NA,NA,NA,NA,HighType2,HighType2,94,92,1252.138333,553.5633333,1047.121277,527.1456522,622.8444444,430.8923729,2.516666667,2.275,5,2,NA,NA,NA,NA,0.696056548,0.620744681,0.215841725,0.542170479,78.33333333,76.66666667,1.583111254,1.471545016,0.151887006,0.297262958,1.582223197,1.106390816,0.999439043,0.751856589
